CustomerID,VehicleType,Model,km,StartingStation,DestinationStation,City,Review
2445,Bike,population327,99.28,Broadway Station,Woodlawn Station,Durham,1
2445,Bike,provide514,42.56,Westlake Station,Powell Street Station,Fresno,5
2445,Car,success670,9.62,River Market,West End Station,San Diego,2
2446,Bicycle,everybody737,39.17,Downtown Station,Friendly Center,Denver,5
2446,Bike,meeting760,6.43,Church Street Station,Montgomery Street Station,Portland,1
2446,Car,throw562,52.26,UK Campus Station,Gaslamp Quarter,Louisville,4
2447,Bicycle,choose351,8.6,Amtrak Station,Donelson Station,Chicago,3
2447,Bike,heart580,68.51,Water Street,Alamo Station,San Jose,0
2447,Bike,main531,14.02,Crestview Station,Stockton Station,Arlington,1
2448,Bicycle,air341,85.64,VIA Metro Center,Suburban Station,Louisville,3
2448,Bike,out797,26.35,Crossroads Mall Station,Stockyards Station,Oakland,5
2448,Car,try871,10.13,Lodi Station,Downtown Station,Sacramento,5
2448,Car,war143,13.6,Lakeline Station,Duke University,Las Vegas,1
2448,Car,you668,38.27,Fulton Street,Berryessa Station,San Diego,1
2449,Bicycle,court705,16.59,Civic Center,Kern Station,Colorado Springs,3
2449,Bike,meet406,48.82,Michigan Avenue Station,Arena District Station,Cleveland,0
2449,Bike,method877,99.46,Riverfront Station,Broadway Station,El Paso,1
2449,Bike,might296,91.21,St. Rose of Lima Park,Sycamore/Main Street,Chicago,0
2449,Car,sell214,72.63,Highland Avenue,Glory Road Transit Center,Sacramento,0
2449,Car,sort931,76.2,Transit Center Station,Duke University,Phoenix,4
2449,Car,star370,83.73,LaSalle Street,Downtown Station,Greensboro,2
2449,Car,theory659,55.63,Texas A&M University Station,Intermodal Transportation Center,Miami,5
2450,Bike,industry317,13.3,New Center,Gaslamp Quarter,Philadelphia,1
2450,Car,try871,4.55,Delano Station,Pershing Square,Honolulu,0
2451,Bicycle,concern588,30.71,Sun Metro Terminal,Brundage Station,Mesa,5
2451,Bicycle,control593,58.6,Crossroads Mall Station,Guthrie Green Station,Seattle,2
2451,Bicycle,court168,97.09,Tower City Station,Millard Station,Minneapolis,5
2451,Bicycle,easy615,15.9,Eastside Terminal,Sunport Station,Plano,2
2451,Bike,local516,42.49,Newtown Road,Riverfront Transit Center,San Francisco,1
2452,Bicycle,citizen320,7.75,South Station,Union Station,Tulsa,2
2452,Bicycle,citizen320,63.37,River Market,Tamien Station,Washington DC,4
2452,Bike,late274,62.52,Peachtree Center,Third Ward Station,Tampa,5
2452,Car,town838,59.02,Hermitage Station,Penn Station,Wichita,0
2453,Bicycle,choose351,29.8,Broad Street Line,Intermodal Transportation Center,Irvine,4
2453,Car,style264,99.9,South Strip Transfer Terminal,Millard Station,Albuquerque,2
2453,Car,throw562,80.04,Mountain Metro Station,Rosemont Station,Pittsburgh,4
2453,Car,total312,45.15,Shrewsbury-Lansdowne I-44,Market East Station,Corpus Christi,2
2454,Bicycle,anyone997,45.17,Mountain Metro Station,Sycamore/Main Street,New York,3
2454,Bicycle,bring400,84.11,Eastside Terminal,Ala Moana Station,Lexington,2
2454,Bike,peace145,66.78,Sahara Station,Hamburg Pavilion,Irvine,1
2454,Car,some938,5.13,Embarcadero Station,Riverfront Station,St. Louis,0
2455,Bicycle,across985,4.17,Nine Mile Station,Target Field Station,Durham,0
2455,Bicycle,environment918,95.17,Mountain Metro Station,Metro Center,Honolulu,3
2455,Bike,ground556,26.5,Culver Drive Station,West Oakland Station,Orlando,3
2455,Car,until491,49.05,Tower City Station,King Street Station,Miami,3
2456,Car,try871,26.34,Anaheim Canyon,Superior Station,Omaha,5
2457,Car,Republican575,45.85,Military Highway,St. Rose of Lima Park,San Diego,3
2457,Car,seat130,86.87,Downtown Wichita,Embarcadero Station,Miami,5
2457,Car,several123,32.88,Santa Clara Station,Virginia Avenue Station,Dallas,0
2457,Car,visit155,56.46,Sahara Station,Broadway Station,Mesa,0
2457,Car,writer502,83.78,Newtown Road,Citadel Mall,Philadelphia,0
2458,Bicycle,board485,88.3,Central Station,Southpoint Mall,Jacksonville,5
2458,Bicycle,bring400,74.87,Guthrie Green Station,Delmar Station,San Antonio,5
2458,Bike,major616,87.58,Downtown Station,Mountain Metro Station,Pittsburgh,5
2458,Car,standard800,69.71,Amtrak Station,Sunset Road,New York,0
2458,Car,visit155,27.5,Pioneer Square Station,Okeechobee Station,Virginia Beach,5
2459,Bike,material103,11.04,Downtown Station,West End Station,Oakland,0
2459,Car,under336,98.22,Diridon Station,Crestview Station,Raleigh,3
2460,Bicycle,ball282,54.73,Union Station,Downtown Transit Center,Honolulu,1
2460,Bike,open947,24.49,Sycamore/Main Street,Aragona Village,Sacramento,0
2460,Bike,piece542,17.86,Victory Station,Haymarket Station,Henderson,3
2460,Car,visit419,91.36,Country Club Station,Virginia Avenue Station,Jacksonville,1
2461,Bicycle,because502,7.5,Peoria Station,Church Street Station,San Jose,0
2461,Bicycle,concern588,43.08,Montgomery Street Station,Cary Station,Durham,5
2461,Bike,group459,48.21,Brundage Station,Mockingbird Station,Boston,5
2461,Bike,heart580,65.3,Southpoint Mall,Five Points Station,Sacramento,3
2461,Bike,law117,70.18,Irvine Station,HART Downtown Station,Anaheim,1
2461,Car,success670,55.83,Civic Center Station,Cobo Center,Memphis,0
2462,Bike,probably374,96.26,Convention Center,Eastside Terminal,Minneapolis,4
2462,Car,several464,53.3,Convention Center,Donelson Station,Milwaukee,1
2462,Car,visit419,90.64,Stockyards Station,Riverplace Station,St. Louis,0
2463,Bicycle,ball282,97.81,Alamo Station,Admiral Boulevard,Las Vegas,4
2463,Bicycle,court168,99,Downtown Transit Center,Montebello/19th Ave,New Orleans,4
2463,Bike,local516,78.66,Fountain Square Station,City Market,Columbus,4
2463,Bike,property795,50.74,East 55th Street,Lindbergh Center,Virginia Beach,5
2463,Car,several123,18.39,Pikes Peak Station,Ogilvie Transportation Center,Austin,1
2463,Car,thank397,82.86,Kern Station,Fayette Mall Station,Fort Worth,2
2463,Car,town838,87.38,French Camp Station,Intermodal Transportation Center,Phoenix,0
2463,Car,try871,20.48,Westlake Station,Intermodal Transportation Center,San Jose,3
2464,Bicycle,both565,53.57,Four Seasons Town Centre,Hermitage Station,Irvine,1
2464,Car,until703,38.91,Sycamore/Main Street,Church Street Station,Cincinnati,0
2465,Car,seat130,29.89,Nicollet Mall Station,Downtown Wichita,Albuquerque,0
2466,Bicycle,charge978,83.75,Church Street Station,French Camp Station,Atlanta,4
2466,Bike,information808,88.08,Crestview Station,Columbus Commons,Tucson,3
2466,Bike,morning281,61.02,Scaleybark Station,Charles Center Station,Wichita,1
2467,Bike,operation269,32.57,Newtown Road,Nine Mile Station,Arlington,1
2468,Bicycle,charge978,14.78,Union Station,Virginia Avenue Station,Pittsburgh,5
2468,Car,rock127,77.83,Nine Mile Station,West 25th Street,Wichita,0
2468,Car,write753,90.35,HART Downtown Station,Gaslamp Quarter,Nashville,0
2469,Bicycle,black461,43.81,Eastside Terminal,Stockyards Station,Las Vegas,0
2469,Bike,realize232,18.01,Cathedral Square,Gaslamp Quarter,Baltimore,0
2469,Car,something123,60.49,Scaleybark Station,Target Field Station,Pittsburgh,2
2469,Car,various863,66.64,Grand Central,Civic Center Station,El Paso,5
2469,Car,write753,23.29,East 55th Street,Third Ward Station,Durham,1
2470,Bike,peace145,58.9,Tamien Station,Intermodal Transportation Center,Corpus Christi,4
2471,Bicycle,easy651,90.34,Tamien Station,Montano Station,Cincinnati,2
2471,Bicycle,generation834,24.72,Downtown Station,Hemming Park,Cleveland,0
2471,Bike,party933,71.16,Columbus Commons,Goose Hollow,Boston,3
2471,Car,whom371,80.44,Quarry Market,Scaleybark Station,San Francisco,1
2472,Bicycle,air341,81.45,Northland Transit Center,Moore Square Station,Charlotte,1
2472,Car,reveal311,30.11,Farragut North,Union Station,Indianapolis,0
2473,Bicycle,east242,45.2,Sunport Station,South Main Street,New York,3
2474,Bicycle,eat356,67.44,Montgomery Street Station,East 55th Street,San Jose,4
2474,Bicycle,environment918,81.01,Meadow Woods,River Market,Fort Worth,1
2474,Bike,laugh199,24.82,Admiral Boulevard,New Center,Indianapolis,1
2474,Bike,method877,63.77,Peoria Station,Millard Station,San Jose,1
2474,Car,reduce598,52.66,Crown Center,Lindbergh Center,Fresno,2
2474,Car,seat130,68.09,Civic Center Station,Hamburg Pavilion,Minneapolis,2
2475,Bicycle,build432,23.56,Pearl Station,Whiting Street Station,Cleveland,5
2475,Bike,mission216,77.72,Evans Station,Mountain Metro Station,Irvine,1
2476,Bicycle,build432,54.65,Haymarket Station,Transit Center Station,Cincinnati,3
2476,Car,size977,74.07,Farragut North,Bonneville Transit Center,Plano,3
2476,Car,you668,91.8,Encanto/Central Ave,Centro Ybor,Memphis,0
2477,Bicycle,doctor366,32.51,Highland Avenue,LaSalle Street,Albuquerque,1
2477,Bicycle,drug756,17.73,Riverfront Transit Center,South Main Street,Indianapolis,5
2477,Bike,hear709,57.51,Friendly Center,Union Station,Detroit,3
2477,Bike,provide514,6.17,North Station,Union Station,Durham,2
2477,Car,response351,6.32,Durham Station,Victory Station,Corpus Christi,3
2477,Car,why108,51.77,Shrewsbury-Lansdowne I-44,South Station,Austin,1
2478,Bicycle,culture544,40.59,Capital Boulevard,Hollywood/NE 42nd Ave,Atlanta,2
2478,Bike,group442,97.61,University of Arizona,Columbus Commons,Colorado Springs,3
2478,Bike,important278,52.37,Ala Moana Station,Farragut North,Seattle,2
2478,Bike,information808,55.5,Downtown Station,Broad Street Line,Boston,1
2478,Bike,out797,94.52,Civic Center Station,Airport Station,Jacksonville,2
2478,Bike,realize232,83.85,Downtown Transit Center,Crossroads Mall Station,New Orleans,5
2478,Car,spend345,57.55,Capital Boulevard,King Street Station,San Diego,1
2478,Car,those754,33.7,Cary Station,South Station,Atlanta,1
2479,Bike,might296,73.35,Southside Transit Center,Nine Mile Station,Aurora,4
2479,Bike,nice365,7.19,Rosa Parks Transit Center,Preston Street Station,New Orleans,0
2480,Car,something123,70.62,Third Ward Station,Suburban Station,St. Louis,0
2481,Bicycle,air341,38.13,Dimond Center,Target Field Station,Dallas,0
2481,Bike,human582,58.73,ARTIC Station,Crystal City Station,San Diego,5
2481,Bike,old687,44.89,Dobson Station,Duke University,Fort Worth,0
2481,Car,recently555,97.14,Charles Center Station,Pershing Square,Stockton,0
2481,Car,set719,55.86,13th Street Station,Southpoint Mall,Bakersfield,1
2481,Car,several123,60.93,Arlington Transit Station,West 25th Street,New Orleans,5
2481,Car,total312,39.58,Country Club Station,Victory Station,Philadelphia,4
2482,Car,though502,51.02,Arena District Station,Culver Drive Station,Detroit,2
2483,Bike,middle530,7.63,Union Station,Auraria West,Tulsa,2
2483,Car,Republican575,1.97,Moore Square Station,Northland Transit Center,Denver,5
2483,Car,sometimes970,38.72,Dobson Station,Crestview Station,Boston,2
2484,Bike,management684,16.43,City Market,Westlake Station,Nashville,5
2484,Car,seat130,49.92,Hemming Park,St. Charles Avenue,Milwaukee,2
2484,Car,specific544,42.73,Old Town Transit Center,Los Ranchos/Journal Center,Baltimore,3
2484,Car,write753,11.88,Pearl Station,Quarry Market,Durham,3
2485,Bicycle,course154,51.41,Kern Station,Lakeline Station,Sacramento,2
2485,Bicycle,develop248,70.85,Station Square,Lindbergh Center,Tucson,5
2485,Bike,management684,44.62,Moore Square Station,Staples Street Station,Arlington,3
2485,Bike,old687,35.2,Crown Center,Kern Station,San Antonio,0
2485,Car,until491,33.57,Centro Ybor,Eagle River,Los Angeles,4
2486,Car,still338,15.04,Sun Metro Terminal,Union Avenue Station,San Jose,5
2486,Car,write753,65.2,South Strip Transfer Terminal,Newtown Road,Pittsburgh,5
2487,Car,until491,85.89,Haymarket Station,Gallery Place,Fresno,3
2488,Car,several464,88.92,Sunport Station,Water Street,San Antonio,3
2488,Car,such610,35.23,Airport Station,Johns Hopkins Hospital Station,Sacramento,3
2488,Car,until491,94.85,Santa Clara Station,Tower District,Orlando,4
2488,Car,way160,79.92,Newtown Road,Anaheim Canyon,Jacksonville,2
2488,Car,why108,8.93,Downtown Transit Center,Lynx Central Station,Plano,4
2489,Bike,hear709,86.89,North Station,Water Street,San Diego,2
2489,Bike,method935,40.27,Encanto/Central Ave,Montgomery Street Station,Philadelphia,3
2489,Car,world750,62.6,Court House Station,Embarcadero Station,Colorado Springs,3
2490,Car,research189,14.64,Downtown Station,South Strip Transfer Terminal,New York,4
2490,Car,under336,6.04,Shrewsbury-Lansdowne I-44,Quarry Market,Los Angeles,2
2490,Car,visit419,61.34,Victory Station,Rosa Parks Station,Cleveland,3
2491,Bicycle,choose351,72.76,Crestview Station,Duke University,New York,0
2491,Bike,morning281,14.57,Donelson Station,Water Street,Fort Worth,3
2491,Bike,party933,59.53,Riverfront Station,Donelson Station,Fresno,0
2491,Car,single245,11.02,Cobo Center,Cary Station,Fort Worth,2
2491,Car,size977,90.16,West 25th Street,Gaslamp Quarter,Sacramento,0
2491,Car,something123,83.6,Alston Avenue,Downtown Station,Indianapolis,0
2492,Bicycle,choose351,19.99,Iliff Station,Hermitage Station,Anchorage,5
2492,Bike,property795,39.94,Peachtree Center,Guthrie Green Station,Nashville,4
2493,Car,small592,14.59,Marion Transit Center,Parker Road Station,New Orleans,3
2493,Car,trip382,62.19,Delmar Station,Texas & Pacific Station,Chicago,4
2494,Bicycle,environment918,14.1,Alton Parkway,University of Arizona,Memphis,5
2494,Bike,law117,67.97,Duke University,Powell Street Station,Nashville,1
2494,Bike,medical150,50.04,Water Street,East/West Boulevard,Washington DC,0
2494,Car,set719,64.89,Central Station,Nine Mile Station,Aurora,0
2494,Car,try871,42.41,Broadway Station,Union Station,Memphis,2
2494,Car,various863,24.73,Charlotte Gateway Station,Downtown Transit Center,Tulsa,5
2495,Car,teach624,65.85,Gateway Center,Florida Station,Sacramento,5
2496,Bike,interview220,95.72,Union Station,Tamien Station,Denver,1
2496,Bike,particularly341,30.18,University of Arizona,Civic Center Station,Portland,4
2496,Bike,play151,89.17,US Bank Stadium,Citadel Mall,San Diego,1
2496,Car,total312,69.6,Stockyards Station,US Bank Stadium,Nashville,0
2496,Car,way160,76.04,Durham Station,West Oakland Station,Aurora,0
2496,Car,world750,38.57,Downtown Station,Grand Central,Colorado Springs,2
2497,Bike,group442,21.99,Central Station,Civic Center,Boston,1
2497,Bike,interview220,70.83,Virginia Avenue Station,Downtown Transit Center,Chicago,4
2497,Bike,major616,91.07,30th Street Station,Civic Center Station,St. Louis,3
2497,Bike,medical150,89.17,Union Passenger Terminal,West End Station,Philadelphia,1
2497,Car,theory659,82.11,Downtown Transit Center,Quarry Market,Greensboro,2
2497,Car,war143,59.91,Scaleybark Station,Sand Lake Road,Houston,3
2498,Bike,party933,57.85,Hermitage Station,Pearlridge Station,Columbus,4
2499,Car,town838,26.01,West End Station,30th Street Station,Detroit,2
2500,Bicycle,citizen320,98.06,Sunport Station,Airport Station,Omaha,1
2500,Bike,realize232,80.79,Millennium Station,Pioneer Square Station,Wichita,0
2500,Car,research189,54.7,Convention Center,Sycamore/Main Street,Fort Worth,2
2500,Car,visit419,70.38,Back Bay Station,Montgomery Street Station,Seattle,3
2500,Car,write753,5.96,Country Club Station,Carondelet Street Station,Milwaukee,1
2501,Bicycle,budget626,54.88,Charles Center Station,Amtrak Station,Miami,0
2501,Bike,population327,3.78,12th Street Station,Penn Station,Sacramento,5
2501,Bike,probably374,77.86,Ala Moana Station,Downtown Wichita,Lexington,2
2501,Car,research189,40.74,Dobson Station,Hollywood/NE 42nd Ave,Raleigh,0
2501,Car,until703,29.45,Fulton Street,Stockton Station,El Paso,1
2502,Car,receive117,7.01,Ogilvie Transportation Center,Lindbergh Center,Denver,4
2503,Bike,inside924,98.77,Millard Station,Anchorage Depot,Jacksonville,3
2503,Bike,method935,62.07,Sand Lake Road,Woodlawn Station,Chicago,3
2503,Bike,out797,85.87,Northland Transit Center,Capitol Station,Henderson,4
2503,Car,sort931,43.12,Alamo Station,Fulton Street,Corpus Christi,2
2503,Car,though502,2.84,Fulton Street,Anaheim Canyon,Cincinnati,2
2503,Car,way160,1.41,Penn Station,Iliff Station,San Antonio,2
2503,Car,write753,65.14,Benson Station,Capitol Station,Wichita,4
2504,Car,Republican575,16.9,Linden Station,Penn Station,St. Louis,0
2504,Car,than685,63.32,Suburban Station,Pershing Square,Honolulu,4
2504,Car,various863,94.52,Donelson Station,Tulane Avenue,Lexington,0
2505,Bicycle,effect321,47.75,Superior Station,Newtown Road,Colorado Springs,1
2505,Bicycle,everybody737,21.31,Sahara Station,Sunport Station,Indianapolis,2
2505,Bike,hear709,91.23,Downtown Station,Hermitage Station,El Paso,5
2505,Bike,important278,94.88,West Oakland Station,Sunset Road,Indianapolis,0
2505,Bike,industry781,5.78,Woodlawn Station,Kings Avenue Station,Virginia Beach,0
2505,Bike,out797,56.26,Los Ranchos/Journal Center,Southpoint Mall,Indianapolis,2
2506,Bike,ground556,78.85,Santa Fe Depot,Guthrie Green Station,Virginia Beach,3
2506,Car,reveal311,17.89,Market East Station,Highland Station,Chicago,0
2506,Car,write753,24.29,City Hall Station,Broadway Station,San Antonio,2
2507,Car,various863,30.54,Central Station,Downtown Plano,San Francisco,0
2507,Car,while940,52.15,South Strip Transfer Terminal,Kings Avenue Station,Cincinnati,0
2508,Bicycle,both565,19.62,Bell Station,Crown Center,Philadelphia,4
2508,Bicycle,citizen320,64.63,North Side Station,New Center,Anaheim,1
2508,Bicycle,easy615,3.71,Parker Road Station,Pershing Square,Irvine,1
2508,Bike,material103,95.7,Union Station,Anchorage Depot,Lexington,5
2508,Car,thank397,18.65,Union Station,Glory Road Transit Center,San Francisco,0
2508,Car,whom371,55.76,Nine Mile Station,Delano Station,Wichita,5
2509,Bike,lose268,25.93,Preston Street Station,Pepsi Center/Elitch Gardens,Louisville,0
2509,Bike,party933,35.81,Fruitvale Station,VIA Metro Center,Oakland,2
2510,Bike,hear709,22.52,Texas & Pacific Station,Pearl Station,Kansas City,5
2512,Bicycle,able668,69.54,Crystal City Station,Charlotte Gateway Station,Washington DC,0
2512,Bicycle,ball282,33.39,North Station,Ogilvie Transportation Center,Atlanta,3
2513,Bicycle,dark711,10.99,Riverfront Transit Center,Pikes Peak Station,Lexington,3
2513,Car,rock127,26.49,Downtown Station,Crystal City Station,Houston,5
2514,Bicycle,bit862,59.16,Transit Center Station,Delmar Station,Tulsa,5
2514,Car,seat130,75.46,Midtown Station,Eagle River,Tucson,3
2514,Car,several123,35.19,Columbus Commons,Aragona Village,San Jose,2
2514,Car,small592,44.2,Grand Central,Central Station,Irvine,2
2514,Car,such610,59.5,Hemming Park,Lindbergh Center,Minneapolis,1
2516,Bicycle,doctor366,93.36,Staples Street Station,Eagle River,Miami,5
2516,Bicycle,east242,61.08,Central Station,Brickell Station,Louisville,1
2517,Bicycle,argue857,29.66,Midtown Station,Delano Station,Cincinnati,0
2517,Bicycle,generation834,2.84,Anthem Parkway,Capital Boulevard,Kansas City,1
2517,Car,side812,59.11,Broadway Station,19th Street Station,New Orleans,0
2517,Car,total312,95.06,Texas & Pacific Station,Lindbergh Center,Stockton,1
2517,Car,until703,2.65,Suburban Station,Five Points Station,Omaha,4
2518,Bicycle,attack869,82.91,Cobo Center,Glory Road Transit Center,Baltimore,3
2518,Bike,industry781,37.8,North Side Station,Station Square,Omaha,1
2518,Car,tonight642,48.64,UK Campus Station,Government Center,Dallas,4
2519,Bicycle,art789,24.73,French Camp Station,North Station,Anchorage,0
2519,Bike,probably374,62.85,Texas & Pacific Station,Downtown Station,Las Vegas,2
2519,Car,receive117,37.59,Stockton Station,Liberty Street,Arlington,5
2519,Car,until703,18.79,Sacramento Valley Station,Hemming Park,San Diego,3
2520,Bicycle,easy615,9.85,Kern Station,Gallery Place,Greensboro,1
2520,Bike,local516,47.85,Texas A&M University Station,West Oakland Station,Denver,4
2520,Car,side812,20.67,Capital Boulevard,Meadow Woods,Bakersfield,5
2521,Bike,human582,8.43,Civic Center Station,Downtown Anaheim,New York,2
2521,Bike,medical150,4.26,El Paso Streetcar,Times Square,Honolulu,5
2521,Bike,might296,74.39,Civic Center Station,Moore Square Station,Indianapolis,5
2521,Car,yard386,54.67,Civic Center Station,Downtown Transit Center,Corpus Christi,1
2522,Bike,hear709,81.91,Durham Station,Meadow Woods,Raleigh,4
2522,Car,still338,27.46,Lodi Station,Hamburg Pavilion,Tucson,1
2522,Car,write753,6.6,Whiting Street Station,Old Town Transit Center,New York,5
2523,Bicycle,culture544,20.92,Court House Station,Lakeline Station,Mesa,0
2523,Bike,meet406,80.29,Evans Station,Liberty Street,Columbus,2
2524,Bicycle,discuss378,97.18,Texas A&M University Station,Charlotte Gateway Station,Louisville,0
2524,Bike,local516,24.41,Fountain Square Station,Pearl Station,Indianapolis,2
2524,Car,several123,41.64,Arena District Station,Penn Station,Lexington,2
2525,Bicycle,build432,83.34,Admiral Boulevard,Rosa Parks Transit Center,Cleveland,3
2525,Bike,ground556,17.43,Court House Station,Convention Center,Anaheim,5
2525,Bike,meeting760,74.86,Market East Station,Texas A&M University Station,Sacramento,1
2525,Bike,play151,70.48,University of Arizona,Scaleybark Station,Honolulu,5
2526,Bicycle,affect205,41.66,Guthrie Green Station,Milwaukee Intermodal Station,Mesa,5
2526,Bicycle,both565,95.74,Main Street Square,North Station,Boston,2
2526,Bike,peace145,86.16,Superior Station,Sunport Station,Denver,1
2526,Bike,prevent494,19.5,Civic Center,Church Street Station,Bakersfield,4
2526,Car,seat130,79.08,Disneyland Resort,North Station,Tucson,4
2526,Car,some938,22.63,Downtown Station,Crestview Station,Kansas City,1
2527,Bike,nothing156,73.32,Lakeline Station,French Camp Station,San Antonio,5
2527,Car,teach269,12.33,Tulane Avenue,Pearl Station,Lexington,3
2528,Bicycle,decade755,27.39,Downtown Station,South Station,Oakland,3
2528,Bike,half517,24.33,Haymarket Station,Union Station,Omaha,4
2528,Bike,land825,90.68,Arlington Transit Station,Okeechobee Station,Phoenix,4
2528,Bike,nation734,80.56,Columbus Commons,Third Ward Station,Raleigh,0
2528,Bike,onto719,65.52,Mountain Metro Station,Union Station,Seattle,4
2528,Bike,others323,40.5,Times Square,West Oakland Station,Washington DC,5
2528,Car,reduce598,58.28,Whiting Street Station,Charlotte Gateway Station,Louisville,3
2528,Car,under336,44.07,North Main Street,Capitol Station,Washington DC,0
2528,Car,wear591,71.33,West Oakland Station,Sunport Station,Charlotte,1
2529,Bike,industry808,87.76,Santa Fe Depot,Downtown Wichita,San Jose,4
2529,Bike,information808,63.76,Highland Station,Marion Transit Center,Fort Worth,0
2529,Bike,piece542,79.85,Four Seasons Town Centre,City College Station,Sacramento,5
2530,Car,theory659,43.97,Fruitvale Station,Main Street Square,Miami,4
2531,Bike,land825,67.97,Diridon Station,Alkali Flat/La Valentina,Chicago,2
2531,Car,that455,97,South Station,Union Passenger Terminal,Raleigh,5
2531,Car,yard386,63.34,Liberty Street,Denver Avenue Station,Mesa,2
2531,Car,you668,37.32,Downtown Station,Pioneer Courthouse Square,Miami,2
2532,Bike,open947,50.02,Central Station,Arlington Transit Station,Bakersfield,5
2532,Car,something123,72.19,Sun Metro Terminal,Downtown Transit Center,Atlanta,2
2533,Bicycle,eight904,38.78,Downtown Wichita,Shrewsbury-Lansdowne I-44,Nashville,2
2533,Bike,mission216,71.12,Brickell Station,Market East Station,Philadelphia,2
2533,Car,thank397,2.11,Downtown Wichita,Penn Station,Minneapolis,4
2533,Car,world750,47.42,Goose Hollow,Pearlridge Station,Honolulu,0
2534,Bicycle,air341,90.3,UK Campus Station,Pepsi Center/Elitch Gardens,Kansas City,3
2534,Bike,meeting760,4.72,Wood Street Station,Texas & Pacific Station,Las Vegas,3
2534,Bike,open947,95.76,Montgomery Street Station,Lexington Market,Albuquerque,2
2534,Bike,probably374,47.12,Anaheim Canyon,New Center,Fort Worth,3
2534,Car,recently892,36.33,Marion Transit Center,Jefferson/1st Ave,Houston,1
2535,Bicycle,because502,58.47,Bonneville Transit Center,Pepsi Center/Elitch Gardens,Minneapolis,1
2535,Bike,nation734,4.99,Marion Transit Center,Museum District,Fort Worth,4
2536,Bicycle,bit862,56.55,Montano Station,Johns Hopkins Hospital Station,Albuquerque,5
2536,Bicycle,course154,36.11,Johns Hopkins Hospital Station,Riverplace Station,Nashville,5
2536,Bicycle,eight904,26.03,Green Valley Station,Downtown Wichita,Seattle,1
2536,Bike,industry781,69.63,Eastside Terminal,Tower City Station,Tulsa,4
2536,Bike,nation734,26.69,Downtown Plano,Tower City Station,Cincinnati,3
2536,Bike,probably374,56.61,Intermodal Transportation Center,Eagle River,New Orleans,5
2536,Car,visit155,28.34,Southside Transit Center,Suburban Station,New Orleans,4
2537,Bicycle,both565,90.86,Aurora Metro Center,Union Station,Colorado Springs,3
2537,Car,sell214,63.6,Pershing Square,Bell Station,Raleigh,2
2537,Car,tonight642,40.73,Newtown Road,19th Street Station,Kansas City,5
2538,Bicycle,every622,98.14,Evans Station,Newtown Road,San Antonio,5
2538,Car,treatment984,73,South Main Street,Times Square,Bakersfield,1
2538,Car,you668,69.13,Highland Station,Diridon Station,Greensboro,0
2539,Bicycle,by498,89.31,Third Ward Station,Alma School Station,Colorado Springs,0
2539,Bike,out797,60.84,Riverfront Station,Ogilvie Transportation Center,Mesa,2
2540,Bike,main889,1.22,Okeechobee Station,Downtown Transit Center,Plano,0
2541,Bicycle,build432,5.1,Lake Merritt Station,Michigan Avenue Station,Portland,0
2542,Bike,meet406,14.97,University Street Station,Northland Transit Center,Atlanta,5
2542,Bike,nothing156,23.7,El Paso Streetcar,Montgomery Street Station,Tulsa,4
2542,Car,recently892,20.85,North Station,West 25th Street,San Diego,0
2543,Bicycle,air341,54.66,Sacramento Valley Station,Central Station,Lexington,5
2543,Bicycle,develop248,92.71,Santa Fe Depot,Main Street Square,Cincinnati,2
2543,Bike,lose268,44.56,Bonneville Transit Center,Preston Street Station,Bakersfield,3
2544,Bicycle,form808,7.83,Penn Station,Brickell Station,Detroit,1
2544,Car,receive117,83.19,Stockyards Station,Old Town Transit Center,Seattle,3
2545,Bike,medical150,64.5,Scaleybark Station,Green Valley Station,Indianapolis,4
2545,Car,recently892,92.07,Broadway Station,North Station,St. Louis,2
2545,Car,sometimes970,33.78,Ogilvie Transportation Center,Alamo Station,Miami,5
2546,Bike,important278,63.06,Westlake Station,Penn Station,Charlotte,3
2546,Bike,population327,54.5,Civic Center Station,HART Downtown Station,Houston,1
2546,Car,recently892,29.9,Downtown Anaheim,Tulane Avenue,Honolulu,1
2547,Bicycle,black461,86.98,Downtown Station,13th Street Station,Plano,0
2547,Bike,out797,64.73,Downtown Station,Downtown Station,Atlanta,2
2547,Bike,probably374,74.85,Rosa Parks Station,Jeffrey Road Station,Dallas,0
2547,Car,seat130,40.49,Johns Hopkins Hospital Station,El Paso Streetcar,San Jose,5
2548,Car,style264,16.27,Friendly Center,Admiral Boulevard,Memphis,3
2548,Car,visit155,88.86,Embarcadero Station,US Bank Stadium,Plano,2
2549,Bike,method877,37.22,West Oakland Station,Evans Station,Virginia Beach,2
2549,Bike,piece542,19.67,Downtown Transit Center,Southside Transit Center,Washington DC,0
2550,Bicycle,build432,12.19,Grand Central,Rosa Parks Station,Chicago,2
2550,Car,someone179,37.42,St. Rose of Lima Park,Transit Center Station,Detroit,2
2551,Car,teach624,6.31,Civic Center Station,Quarry Market,Colorado Springs,1
2552,Bike,peace913,91.5,Central Station,Eastside Terminal,Los Angeles,1
2552,Car,try871,47.13,Intermodal Transportation Center,Lindbergh Center,Honolulu,4
2552,Car,various863,88.67,Ogilvie Transportation Center,Alston Avenue,Tulsa,0
2553,Car,visit419,19.58,University of Arizona,Arena District Station,Austin,1
2554,Bike,local516,44.53,Newtown Road,Rosa Parks Station,Plano,3
